Train_No,Route,Journey_Duration
22458,UNA HIMACHAL to NANDED,8 hours 0 minutes
22140,SOLAPUR to CST-MUMBAI,8 hours 0 minutes
22439,NEW DELHI to SHMATA VD KATRA,8 hours 0 minutes
12312,KALKA to HOWRAH JN.,8 hours 0 minutes
55022,SIWAN JN. to SAMASTIPUR J,8 hours 0 minutes
14311,BAREILLY JN. to NEW BHUJ,8 hours 0 minutes
17609,PATNA JN. to PURNA  JN.,8 hours 0 minutes
54043,JIND JN to HISAR JN,8 hours 0 minutes
13505,DIGHA FS to ASANSOL MAIN,8 hours 0 minutes
290,DELHI-SAFDAR to DELHI-SAFDAR,8 hours 0 minutes
13506,ASANSOL MAIN to DIGHA FS,8 hours 0 minutes
51605,KATNI MURWAR to CHIRMIRI,8 hours 0 minutes
52253,BAHRAICH to MAILANI JN.,8 hours 0 minutes
12527,RAMNAGAR to CHANDIGARH,7 hours 55 minutes
13226,RAJENDRANAGA to JAYNAGAR,7 hours 55 minutes
53346,ALLAHABAD JN to CHOPAN,7 hours 55 minutes
15643,PURI to KAMAKHYA JN,7 hours 55 minutes
22201,SEALDAH to PURI,7 hours 55 minutes
64561,DELHI JN. to AMBALA CANTT,7 hours 55 minutes
12495,BIKANER JN. to KOLKATA,7 hours 55 minutes
12749,MACHILIPATNA to SECUNDERABAD,7 hours 55 minutes
22453,LUCKNOW JN. to MEERUT CITY,7 hours 55 minutes
12365,PATNA JN. to RANCHI,7 hours 55 minutes
53624,GAYA JN. to JHAJHA,7 hours 55 minutes
12278,PURI to HOWRAH JN.,7 hours 55 minutes
56641,MADGOAN JN. to MANGALORE CE,7 hours 55 minutes
57540,PARLI VAIJNA to AKOLA JN.,7 hours 55 minutes
16302,TRIVANDRUM C to SHORANUR JN.,7 hours 55 minutes
68748,KATNI to BILASPUR JN.,7 hours 55 minutes
63228,MUGHAL SARAI to PATNA JN.,7 hours 55 minutes
15212,AMRITSAR JN. to DARBHANGA JN,7 hours 55 minutes
12750,SECUNDERABAD to MACHILIPATNA,7 hours 55 minutes
63231,PATNA JN. to MUGHAL SARAI,7 hours 55 minutes
22472,DELHI-SARAI to BIKANER JN.,7 hours 55 minutes
22471,BIKANER JN. to DELHI-SARAI,7 hours 55 minutes
14312,NEW BHUJ to BAREILLY JN.,7 hours 55 minutes
12366,RANCHI to PATNA JN.,7 hours 50 minutes
22630,TIRUNELVELI to DADAR,7 hours 50 minutes
55754,GUWAHATI to ALIPUR DUAR,7 hours 50 minutes
56882,VILLUPURAM J to TIRUPATI,7 hours 50 minutes
16854,TIRUCHIRAPPA to CHENNAI EGMO,7 hours 50 minutes
22615,TIRUPATI to COIMBATORE,7 hours 50 minutes
22957,AHMEDABAD to VERAVAL,7 hours 50 minutes
15044,KATHGODAM to LUCKNOW JN.,7 hours 50 minutes
22912,HOWRAH JN. to INDORE BG,7 hours 50 minutes
19409,AHMEDABAD to GORAKHPUR JN,7 hours 50 minutes
12024,PATNA JN. to HOWRAH JN.,7 hours 50 minutes
19022,LUCKNOW JN. to BANDRA TERMI,7 hours 50 minutes
12682,COIMBATORE to CHENNAI CENT,7 hours 50 minutes
57641,SOLAPUR to GADAG JN.,7 hours 50 minutes
51974,JAIPUR JN. to MATHURA JN.,7 hours 50 minutes
51814,LUCKNOW JN. to JHANSI JN,7 hours 50 minutes
13401,BHAGALPUR to DANAPUR,7 hours 5 minutes
51805,JHANSI JN to MANIKPUR JN.,7 hours 5 minutes
12606,KARAIKKUDI to CHENNAI EGMO,7 hours 5 minutes
55149,GORAKHPUR JN to VARANASI CIT,7 hours 5 minutes
18512,VISAKHAPATNA to KORAPUT JN.,7 hours 5 minutes
17482,TIRUPATI to BILASPUR JN.,7 hours 5 minutes
13304,RANCHI to DHANBAD JN.,7 hours 5 minutes
13465,HOWRAH JN. to MALDA TOWN,7 hours 5 minutes
70105,MADGOAN JN. to MANGALORE CE,7 hours 5 minutes
12712,CHENNAI CENT to VIJAYWADA JN,7 hours 5 minutes
57155,GULBARGA to HYDERABAD DE,7 hours 5 minutes
15201,PATLIPUTRA to RAXAUL JN.,7 hours 5 minutes
52541,NEW JALPAIGU to DARJEELING,7 hours 5 minutes
56227,KRANTIVIRA S to SHIMOGA TOWN,7 hours 5 minutes
58003,HOWRAH JN. to BHADRAKH,7 hours 5 minutes
22650,ERODE JN. to CHENNAI CENT,7 hours 5 minutes
19107,AHMEDABAD to UDHAMPUR,7 hours 5 minutes
54633,SIRSA to LUDHIANA JN.,7 hours 5 minutes
12022,BARBIL to HOWRAH JN.,7 hours 5 minutes
22919,CHENNAI CENT to AHMEDABAD,7 hours 5 minutes
56884,VILLUPURAM J to TIRUPATI,7 hours 5 minutes
12855,BILASPUR JN. to NAGPUR JN.(C,7 hours 5 minutes
12043,NEW DELHI to MOGA,7 hours 5 minutes
79302,BHILWARA to RATLAM JN,7 hours 5 minutes
17230,HYDERABAD DE to TRIVANDRUM C,7 hours 5 minutes
12578,MYSORE JN. to DARBHANGA JN,7 hours 5 minutes
68019,JHARGRAM to PHULWARTANR,7 hours 5 minutes
22920,AHMEDABAD to CHENNAI CENT,7 hours 5 minutes
54542,AMBALA CANTT to MEERUT CITY,7 hours 5 minutes
54110,FAIZABAD JN. to MUGHAL SARAI,7 hours 5 minutes
14556,DELHI JN. to BAREILLY JN.,7 hours 5 minutes
12020,RANCHI to HOWRAH JN.,7 hours 45 minutes
17021,HYDERABAD DE to GUNTAKAL JN.,7 hours 45 minutes
54605,SADULPUR JN to LUDHIANA JN.,7 hours 45 minutes
12933,MUMBAI CENTR to AHMEDABAD,7 hours 45 minutes
17201,GUNTUR JN. to SECUNDERABAD,7 hours 45 minutes
11466,JABALPUR to SOMNATH,7 hours 45 minutes
12275,ALLAHABAD JN to NEW DELHI,7 hours 45 minutes
22983,KOTA to INDORE BG,7 hours 45 minutes
2821,PUNE JN. to SANTRAGACHI,7 hours 45 minutes
56650,KANNUR to COIMBATORE,7 hours 45 minutes
58603,KHARAGPUR to NSC BOSE J G,7 hours 45 minutes
16205,TALGUPPA to MYSORE JN.,7 hours 45 minutes
22604,VILLUPURAM J to KHARAGPUR,7 hours 45 minutes
51806,MANIKPUR JN. to JHANSI JN,7 hours 45 minutes
12679,CHENNAI CENT to COIMBATORE,7 hours 45 minutes
13154,MALDA TOWN to SEALDAH,7 hours 45 minutes
13153,SEALDAH to MALDA TOWN,7 hours 45 minutes
12072,JALNA to DADAR,7 hours 45 minutes
15644,KAMAKHYA JN to PURI,7 hours 45 minutes
16853,CHENNAI EGMO to TIRUCHIRAPPA,7 hours 45 minutes
12457,DELHI-SARAI to BIKANER JN.,7 hours 45 minutes
12482,SHRI GANGANA to DELHI JN.,7 hours 40 minutes
12635,CHENNAI EGMO to MADURAI JN,7 hours 40 minutes
15905,KANNIYAKUMAR to DIBRUGARH,7 hours 40 minutes
68018,CHAKARADHARP to NSC BOSE J G,7 hours 40 minutes
51604,KATNI to BINA,7 hours 40 minutes
78819,BALHARSHAH to GONDIA JN.,7 hours 40 minutes
58162,JHARSUGUDA J to HATIA,7 hours 40 minutes
15549,JAYNAGAR to PATNA JN.,7 hours 40 minutes
12498,AMRITSAR JN. to NEW DELHI,7 hours 40 minutes
54782,REWARI JN. to BATHINDA JN,7 hours 40 minutes
12497,NEW DELHI to AMRITSAR JN.,7 hours 40 minutes
57660,FALAKNUMA to GULBARGA,7 hours 40 minutes
12904,AMRITSAR JN. to MUMBAI CENTR,7 hours 40 minutes
7133,HYDERABAD DE to QUILON,7 hours 40 minutes
12934,AHMEDABAD to MUMBAI CENTR,7 hours 40 minutes
16183,CHENNAI EGMO to THANJAVUR JN,7 hours 40 minutes
22616,COIMBATORE to TIRUPATI,7 hours 40 minutes
22828,SURAT to PURI,7 hours 40 minutes
12458,BIKANER JN. to DELHI-SARAI,7 hours 40 minutes
51831,JHANSI JN to AGRA CANTT,7 hours 40 minutes
55542,BATHUA BAZAR to HAJIPUR JN.,7 hours 38 minutes
71415,PUNE JN. to SOLAPUR,7 hours 35 minutes
12680,COIMBATORE to CHENNAI CENT,7 hours 35 minutes
14555,BAREILLY JN. to DELHI JN.,7 hours 35 minutes
52467,PATHANKOT JN to BAIJNATH PAP,7 hours 35 minutes
15617,GUWAHATI to NAHARLAGUN,7 hours 35 minutes
68017,NSC BOSE J G to CHAKARADHARP,7 hours 35 minutes
12636,MADURAI JN to CHENNAI EGMO,7 hours 35 minutes
15623,BHAGAT-KI-KO to KAMAKHYA JN,7 hours 35 minutes
12676,COIMBATORE to CHENNAI CENT,7 hours 35 minutes
55329,SHIKOHABAD J to KASGANJ JN.,7 hours 35 minutes
12276,NEW DELHI to ALLAHABAD JN,7 hours 35 minutes
22827,PURI to SURAT,7 hours 35 minutes
71416,SOLAPUR to PUNE JN.,7 hours 35 minutes
12675,CHENNAI CENT to COIMBATORE,7 hours 35 minutes
18408,SAI NAGAR SH to PURI,7 hours 35 minutes
16307,ALLEPPEY to KANNUR,7 hours 35 minutes
16313,ALLEPPEY to KANNUR,7 hours 35 minutes
13352,ALLEPPEY to DHANBAD JN.,7 hours 35 minutes
58161,HATIA to JHARSUGUDA J,7 hours 35 minutes
58205,RAIPUR JN. to ITWARI JN.,7 hours 35 minutes
11052,CHHATRAPATI to SOLAPUR,7 hours 35 minutes
2845,PUNE JN. to HATIA,7 hours 35 minutes
58005,KHARAGPUR to KHURDA ROAD,7 hours 35 minutes
12057,NEW DELHI to UNA HIMACHAL,7 hours 35 minutes
63261,FATUHA to BUXAR,7 hours 30 minutes
57642,GADAG JN. to SOLAPUR,7 hours 30 minutes
14625,DELHI-SARAI to FIROZPUR CAN,7 hours 30 minutes
54820,JODHPUR JN. to JAISALMER,7 hours 30 minutes
55150,VARANASI CIT to GORAKHPUR JN,7 hours 30 minutes
52241,BAHRAICH to MAILANI JN.,7 hours 30 minutes
15550,PATNA JN. to JAYNAGAR,7 hours 30 minutes
12481,DELHI JN. to SHRI GANGANA,7 hours 30 minutes
55537,KATIHAR JN. to SAMASTIPUR J,7 hours 30 minutes
22840,BHUBANESWAR to ROURKELA,7 hours 30 minutes
55711,MALDA TOWN to NEW JALPAIGU,7 hours 30 minutes
14220,LUCKNOW JN. to VARANASI JN.,7 hours 30 minutes
54791,MATHURA JN. to BHIWANI JN.,7 hours 30 minutes
12071,DADAR to JALNA,7 hours 30 minutes
56304,NAGERCOIL JN to KOTTAYAM,7 hours 30 minutes
58006,KHURDA ROAD to KHARAGPUR,7 hours 30 minutes
12991,UDAIPUR CITY to JAIPUR JN.,7 hours 30 minutes
12577,DARBHANGA JN to MYSORE JN.,7 hours 30 minutes
55538,SAMASTIPUR J to KATIHAR JN.,7 hours 30 minutes
14519,DELHI JN. to BATHINDA JN,7 hours 30 minutes
12277,HOWRAH JN. to PURI,7 hours 30 minutes
54701,BATHINDA JN to LALGARH JN.,7 hours 30 minutes
51419,MIRAJ JN. to HUBLI JN.,7 hours 30 minutes
12860,HOWRAH JN. to CST-MUMBAI,7 hours 30 minutes
12992,JAIPUR JN. to UDAIPUR CITY,7 hours 30 minutes
19420,AHMEDABAD to CHENNAI CENT,7 hours 30 minutes
24228,KANPUR CENTR to VARANASI JN.,7 hours 30 minutes
16206,MYSORE JN. to TALGUPPA,7 hours 30 minutes
12308,JODHPUR JN. to HOWRAH JN.,7 hours 30 minutes
13241,BANKA to RAJENDRANAGA,7 hours 25 minutes
18240,NAGPUR JN.(C to BILASPUR JN.,7 hours 25 minutes
14313,LOKMANYA TIL to BAREILLY JN.,7 hours 25 minutes
69150,BHARUCH JN. to VIRAR,7 hours 25 minutes
14022,SIKAR JN. to DELHI-SARAI,7 hours 25 minutes
56651,COIMBATORE to KANNUR,7 hours 25 minutes
63226,VARANASI JN. to PATNA JN.,7 hours 25 minutes
58533,CUTTACK JN. to PALASA,7 hours 25 minutes
13011,HOWRAH JN. to MALDA TOWN,7 hours 25 minutes
55132,VARANASI CIT to CHHAPRA JN.,7 hours 25 minutes
12080,HUBLI JN. to KRANTIVIRA S,7 hours 25 minutes
74841,JODHPUR JN. to BHILDI JN,7 hours 25 minutes
12075,CALICUT to TRIVANDRUM C,7 hours 25 minutes
74842,BHILDI JN to JODHPUR JN.,7 hours 25 minutes
11002,PANDHARPUR to SAI NAGAR SH,7 hours 25 minutes
51420,HUBLI JN. to MIRAJ JN.,7 hours 25 minutes
53139,KOLKATA to JASIDIH JN.,7 hours 25 minutes
12079,KRANTIVIRA S to HUBLI JN.,7 hours 25 minutes
22621,RAMESWARAM to KANNIYAKUMAR,7 hours 20 minutes
54046,FIROZPUR CAN to JIND JN,7 hours 20 minutes
22609,MANGALORE CE to COIMBATORE,7 hours 20 minutes
55021,SAMASTIPUR J to SIWAN JN.,7 hours 20 minutes
77658,SAI NAGAR SH to JALNA,7 hours 20 minutes
22819,BHUBANESWAR to VISAKHAPATNA,7 hours 20 minutes
22622,KANNIYAKUMAR to RAMESWARAM,7 hours 20 minutes
22629,DADAR to TIRUNELVELI,7 hours 20 minutes
14002,ATARI JN to DELHI JN.,7 hours 20 minutes
14021,DELHI-SARAI to SIKAR JN.,7 hours 20 minutes
57240,BITRAGUNTA to CHENNAI CENT,7 hours 20 minutes
14626,FIROZPUR CAN to DELHI-SARAI,7 hours 20 minutes
54254,LUCKNOW JN. to PRAYAG JN.,7 hours 20 minutes
12213,YESVANTPUR J to DELHI-SARAI,7 hours 20 minutes
58604,NSC BOSE J G to KHARAGPUR,7 hours 20 minutes
12054,AMRITSAR JN. to HARIDWAR JN,7 hours 20 minutes
12053,HARIDWAR JN to AMRITSAR JN.,7 hours 20 minutes
12931,MUMBAI CENTR to AHMEDABAD,7 hours 20 minutes
22839,ROURKELA to BHUBANESWAR,7 hours 20 minutes
12925,BANDRA TERMI to AMRITSAR JN.,7 hours 20 minutes
12048,FIROZPUR CAN to NEW DELHI,7 hours 20 minutes
56228,SHIMOGA TOWN to KRANTIVIRA S,7 hours 20 minutes
56274,HUBLI JN. to ARSIKERE JN.,7 hours 15 minutes
58163,GARBETA to RANCHI,7 hours 15 minutes
12078,VIJAYWADA JN to CHENNAI CENT,7 hours 15 minutes
52465,PATHANKOT JN to BAIJNATH PAP,7 hours 15 minutes
63208,PATNA JN. to JASIDIH JN.,7 hours 15 minutes
19568,OKHA to TUTICORIN,7 hours 15 minutes
11001,SAI NAGAR SH to PANDHARPUR,7 hours 15 minutes
56216,MYSORE JN. to YESVANTPUR J,7 hours 15 minutes
56215,YESVANTPUR J to MYSORE JN.,7 hours 15 minutes
57451,CHIKJAJUR JN to GUNTAKAL JN.,7 hours 15 minutes
22911,INDORE BG to HOWRAH JN.,7 hours 15 minutes
12605,CHENNAI EGMO to KARAIKKUDI,7 hours 15 minutes
22813,SANTRAGACHI to PARADEEP,7 hours 15 minutes
17026,SECUNDERABAD to MANUGURU,7 hours 15 minutes
52259,BAHRAICH to MAILANI JN.,7 hours 15 minutes
13346,SINGRAULI to VARANASI JN.,7 hours 15 minutes
16794,FAIZABAD JN. to RAMESWARAM,7 hours 15 minutes
14520,BATHINDA JN to DELHI JN.,7 hours 15 minutes
12375,CHENNAI CENT to ASANSOL MAIN,7 hours 15 minutes
51601,BINA to KATNI MURWAR,7 hours 15 minutes
16577,YESVANTPUR J to HARIHAR JN.,7 hours 15 minutes
13205,SAHARSA JN. to DANAPUR,7 hours 15 minutes
57594,NANDED to MEDCHAL,7 hours 15 minutes
22603,KHARAGPUR to VILLUPURAM J,7 hours 15 minutes
7109,HYDERABAD DE to QUILON,7 hours 15 minutes
9721,JAIPUR JN. to UDAIPUR CITY,7 hours 15 minutes
52251,BAHRAICH to MAILANI JN.,7 hours 15 minutes
52252,MAILANI JN. to BAHRAICH,7 hours 15 minutes
52255,BAHRAICH to MAILANI JN.,7 hours 15 minutes
63227,PATNA JN. to MUGHAL SARAI,7 hours 15 minutes
17025,MANUGURU to SECUNDERABAD,7 hours 15 minutes
51818,JHANSI JN to KHAJAURAHO,7 hours 15 minutes
19327,RATLAM JN to UDAIPUR CITY,7 hours 14 minutes
55140,SHAHGANJ JN. to BALLIA,7 hours 10 minutes
15772,KAMAKHYA JN to ALIPUR DUAR,7 hours 10 minutes
16184,THANJAVUR JN to CHENNAI EGMO,7 hours 10 minutes
51973,MATHURA JN. to JAIPUR JN.,7 hours 10 minutes
63207,JHAJHA to PATNA JN.,7 hours 10 minutes
54271,ARA to MUGHAL SARAI,7 hours 10 minutes
19224,JAMMU TAWI to AHMEDABAD,7 hours 10 minutes
8301,SAMBALPUR JN to BANASWADI,7 hours 10 minutes
12044,MOGA to NEW DELHI,7 hours 10 minutes
11901,MATHURA JN. to KURUKSHETRA,7 hours 10 minutes
57593,MEDCHAL to NANDED,7 hours 10 minutes
12019,HOWRAH JN. to RANCHI,7 hours 10 minutes
15639,PURI to KAMAKHYA JN,7 hours 10 minutes
74992,AMB  ANDAURA to AMBALA CANTT,7 hours 10 minutes
69149,VIRAR to BHARUCH JN.,7 hours 10 minutes
12008,MYSORE JN. to CHENNAI CENT,7 hours 10 minutes
22610,COIMBATORE to MANGALORE CE,7 hours 10 minutes
12077,CHENNAI CENT to VIJAYWADA JN,7 hours 10 minutes
51197,BHUSAVAL JN. to WARDHA JN.,7 hours 10 minutes
12307,HOWRAH JN. to JODHPUR JN.,7 hours 10 minutes
56885,TIRUPATI to VILLUPURAM J,7 hours 10 minutes
63225,PATNA JN. to MUGHAL SARAI,7 hours 10 minutes
15771,ALIPUR DUAR to KAMAKHYA JN,7 hours 10 minutes
12280,HAZRAT NIZAM to JHANSI JN,7 hours 10 minutes
59833,KOTA to NIMACH,7 hours 10 minutes
52540,DARJEELING to NEW JALPAIGU,7 hours 10 minutes
14043,KOTDWARA to DELHI JN.,7 hours 10 minutes
14044,DELHI JN. to KOTDWARA,7 hours 10 minutes
16616,COIMBATORE to MANNARGUDI,7 hours 10 minutes
9809,KOTA to HAZRAT NIZAM,7 hours 10 minutes
22649,CHENNAI CENT to ERODE JN.,7 hours 10 minutes
15714,PATNA JN. to KATIHAR JN.,7 hours 10 minutes
12894,BALANGIR to BHUBANESWAR,7 hours 10 minutes
12856,NAGPUR JN.(C to BILASPUR JN.,7 hours 10 minutes
7113,KARIM NAGAR to QUILON,7 hours 10 minutes
22832,SRI SATYA SA to HOWRAH JN.,7 hours 10 minutes
12070,GONDIA JN. to RAIGARH,7 hours 0 minutes
12711,VIJAYWADA JN to CHENNAI CENT,7 hours 0 minutes
75005,GORAKHPUR JN to GONDA JN.,7 hours 0 minutes
12069,RAIGARH to GONDIA JN.,7 hours 0 minutes
51901,AGRA CANTT to DELHI JN.,7 hours 0 minutes
12076,TRIVANDRUM C to CALICUT,7 hours 0 minutes
75720,SILIGURI JN. to MALDA COURT,7 hours 0 minutes
18511,KORAPUT JN. to VISAKHAPATNA,7 hours 0 minutes
54819,JAISALMER to JODHPUR JN.,7 hours 0 minutes
52466,BAIJNATH PAP to PATHANKOT JN,7 hours 0 minutes
12243,CHENNAI CENT to COIMBATORE,7 hours 0 minutes
75719,MALDA COURT to SILIGURI JN.,7 hours 0 minutes
52929,VERAVAL MG to DHASA JN (MG,7 hours 0 minutes
75105,MAU JN. to ALLAHABAD CI,7 hours 0 minutes
22884,YESVANTPUR J to PURI,7 hours 0 minutes
59804,KOTA to RATLAM JN,7 hours 0 minutes
12058,UNA HIMACHAL to NEW DELHI,7 hours 0 minutes
52242,MAILANI JN. to BAHRAICH,7 hours 0 minutes
9722,UDAIPUR CITY to JAIPUR JN.,7 hours 0 minutes
11652,SINGRAULI to JABALPUR,7 hours 0 minutes
14118,BASTI to ALLAHABAD JN,7 hours 0 minutes
70106,MANGALORE CE to MADGOAN JN.,7 hours 0 minutes
12879,LOKMANYA TIL to BHUBANESWAR,7 hours 0 minutes
73151,SEALDAH to JANGIPUR ROA,7 hours 0 minutes
15629,TAMBARAM to GUWAHATI,7 hours 0 minutes
11072,VARANASI JN. to LOKMANYA TIL,7 hours 0 minutes
12007,CHENNAI CENT to MYSORE JN.,7 hours 0 minutes
14260,LUCKNOW JN. to MUGHAL SARAI,7 hours 0 minutes
12932,AHMEDABAD to MUMBAI CENTR,7 hours 0 minutes
12496,KOLKATA to BIKANER JN.,7 hours 0 minutes
53347,NSC BOSE J G to BARWADIH JN,7 hours 0 minutes
12101,LOKMANYA TIL to HOWRAH JN.,7 hours 0 minutes
12102,HOWRAH JN. to LOKMANYA TIL,7 hours 0 minutes
82665,YESVANTPUR J to VASCO-DA-GAM,6 hours 9 minutes
82666,VASCO-DA-GAM to YESVANTPUR J,6 hours 8 minutes
6919,HUBLI JN. to BIJAPUR JN,6 hours 56 minutes
15713,KATIHAR JN. to PATNA JN.,6 hours 55 minutes
13012,MALDA TOWN to HOWRAH JN.,6 hours 55 minutes
12893,BHUBANESWAR to BALANGIR,6 hours 55 minutes
75116,PRAYAG JN. to GHAZIPUR CIT,6 hours 55 minutes
58004,BHADRAKH to HOWRAH JN.,6 hours 55 minutes
7141,HYDERABAD DE to QUILON,6 hours 55 minutes
15464,SILIGURI JN. to BALURGHAT,6 hours 55 minutes
12802,NEW DELHI to PURI,6 hours 55 minutes
14526,SHRI GANGANA to AMBALA CANTT,6 hours 55 minutes
11651,JABALPUR to SINGRAULI,6 hours 55 minutes
12073,HOWRAH JN. to BHUBANESWAR,6 hours 55 minutes
54109,MUGHAL SARAI to FAIZABAD JN.,6 hours 55 minutes
15070,BADSHAHNAGAR to GORAKHPUR JN,6 hours 55 minutes
13420,MUZAFFARPUR to BHAGALPUR,6 hours 55 minutes
12066,HAZRAT NIZAM to AJMER JN.,6 hours 55 minutes
16346,TRIVANDRUM C to LOKMANYA TIL,6 hours 55 minutes
13242,RAJENDRANAGA to BANKA,6 hours 55 minutes
22511,LOKMANYA TIL to KAMAKHYA JN,6 hours 55 minutes
11054,AZAMGARH to LOKMANYA TIL,6 hours 55 minutes
12016,AJMER JN. to NEW DELHI,6 hours 55 minutes
6920,BIJAPUR JN to HUBLI JN.,6 hours 51 minutes
12068,JORHAT TOWN to GUWAHATI,6 hours 50 minutes
12067,GUWAHATI to JORHAT TOWN,6 hours 50 minutes
22831,HOWRAH JN. to SRI SATYA SA,6 hours 50 minutes
53524,BARKAKANA to ASANSOL MAIN,6 hours 50 minutes
14125,ALLAHABAD JN to MANKAPUR JN.,6 hours 50 minutes
24227,VARANASI JN. to KANPUR CENTR,6 hours 50 minutes
52254,MAILANI JN. to BAHRAICH,6 hours 50 minutes
73152,JANGIPUR ROA to SEALDAH,6 hours 50 minutes
74014,KURUKSHETRA to DELHI JN.,6 hours 50 minutes
12451,KANPUR CENTR to NEW DELHI,6 hours 50 minutes
52260,MAILANI JN. to BAHRAICH,6 hours 50 minutes
12244,COIMBATORE to CHENNAI CENT,6 hours 50 minutes
12065,AJMER JN. to HAZRAT NIZAM,6 hours 50 minutes
12491,BARAUNI JN. to JAMMU TAWI,6 hours 50 minutes
16342,TRIVANDRUM C to GURUVAYUR,6 hours 50 minutes
18464,KRANTIVIRA S to BHUBANESWAR,6 hours 50 minutes
12705,GUNTUR JN. to SECUNDERABAD,6 hours 50 minutes
12719,AJMER JN. to HYDERABAD DE,6 hours 50 minutes
56640,MANGALORE CE to MADGOAN JN.,6 hours 50 minutes
13303,DHANBAD JN. to RANCHI,6 hours 50 minutes
63209,JHAJHA to PATNA JN.,6 hours 50 minutes
14117,ALLAHABAD JN to BASTI,6 hours 50 minutes
14604,AMRITSAR JN. to SAHARSA JN.,6 hours 50 minutes
52464,BAIJNATH PAP to PATHANKOT JN,6 hours 50 minutes
12947,AHMEDABAD to PATNA JN.,6 hours 50 minutes
53180,LALGOLA to KOLKATA,6 hours 5 minutes
19404,SULTANPUR JN to AHMEDABAD,6 hours 5 minutes
15069,GORAKHPUR JN to BADSHAHNAGAR,6 hours 5 minutes
57452,GUNTAKAL JN. to CHIKJAJUR JN,6 hours 5 minutes
75115,GHAZIPUR CIT to PRAYAG JN.,6 hours 5 minutes
22881,PUNE JN. to BHUBANESWAR,6 hours 5 minutes
19414,KOLKATA to AHMEDABAD,6 hours 5 minutes
12718,VIJAYWADA JN to VISAKHAPATNA,6 hours 5 minutes
6009,SANTRAGACHI to PONDICHERRY,6 hours 5 minutes
53046,RAMPUR HAT to HOWRAH JN.,6 hours 5 minutes
52952,JUNAGADH JN to DELVADA,6 hours 5 minutes
68020,PHULWARTANR to JHARGRAM,6 hours 5 minutes
12640,KRANTIVIRA S to CHENNAI CENT,6 hours 5 minutes
54793,SAWAI MADHOP to MATHURA JN.,6 hours 5 minutes
75114,VARANASI CIT to BHATNI JN.,6 hours 5 minutes
57448,MAHBUBNAGAR to MIRZAPALI,6 hours 5 minutes
56840,ERODE JN. to JOLARPETTAI,6 hours 5 minutes
63212,PATNA JN. to JHAJHA,6 hours 5 minutes
19062,RAMNAGAR to BANDRA TERMI,6 hours 5 minutes
56829,TIRUCHIRAPPA to RAMESWARAM,6 hours 5 minutes
18302,RAYAGADA JN. to SAMBALPUR JN,6 hours 5 minutes
54635,HISAR JN to LUDHIANA JN.,6 hours 5 minutes
55076,GORAKHPUR JN to SIWAN JN.,6 hours 5 minutes
11309,SOLAPUR to MIRAJ JN.,6 hours 5 minutes
22188,JABALPUR to HABIBGANJ,6 hours 5 minutes
75744,SILIGURI JN. to KATIHAR JN.,6 hours 5 minutes
13028,AZIMGANJ JN. to HOWRAH JN.,6 hours 5 minutes
12132,SAI NAGAR SH to DADAR,6 hours 5 minutes
55914,TINSUKIA JN. to JORHAT TOWN,6 hours 5 minutes
64167,PALWAL to ALIGARH JN.,6 hours 5 minutes
54102,KANPUR CENTR to PRAYAG JN.,6 hours 5 minutes
16582,SHIMOGA TOWN to YESVANTPUR J,6 hours 5 minutes
77693,KACHEGUDA to RAICHUR,6 hours 5 minutes
16218,SAI NAGAR SH to MYSORE JN.,6 hours 5 minutes
13018,AZIMGANJ JN. to HOWRAH JN.,6 hours 5 minutes
16312,KOCHUVELI to BIKANER JN.,6 hours 5 minutes
57381,GUNTUR JN. to NARASAPUR,6 hours 5 minutes
57435,KACHEGUDA to KURNOOL TOWN,6 hours 5 minutes
55220,NARKATIAGANJ to MUZAFFARPUR,6 hours 5 minutes
13330,PATNA JN. to DHANBAD JN.,6 hours 5 minutes
53615,JAMALPUR JN. to GAYA JN.,6 hours 5 minutes
75718,BAMANHAT to SILIGURI JN.,6 hours 5 minutes
8302,BANASWADI to SAMBALPUR JN,6 hours 5 minutes
58805,CHANDAFORT to GONDIA JN.,6 hours 5 minutes
52074,MAVLI JN. to MARWAR JN.,6 hours 5 minutes
57238,VIJAYWADA JN to KAZIPET JN.,6 hours 5 minutes
14525,AMBALA CANTT to SHRI GANGANA,6 hours 45 minutes
12376,ASANSOL MAIN to CHENNAI CENT,6 hours 45 minutes
19328,UDAIPUR CITY to RATLAM JN,6 hours 45 minutes
12060,HAZRAT NIZAM to KOTA,6 hours 45 minutes
57473,KACHEGUDA to BODHAN,6 hours 45 minutes
54371,PRAYAG JN. to FAIZABAD JN.,6 hours 45 minutes
12501,GUWAHATI to NEW DELHI,6 hours 45 minutes
7438,KACHEGUDA to TATANAGAR JN,6 hours 45 minutes
58802,GONDIA JN. to BALHARSHAH,6 hours 45 minutes
75106,ALLAHABAD CI to MAU JN.,6 hours 45 minutes
74013,DELHI JN. to KURUKSHETRA,6 hours 45 minutes
12021,HOWRAH JN. to BARBIL,6 hours 45 minutes
8568,QUILON to VISAKHAPATNA,6 hours 45 minutes
11051,SOLAPUR to CHHATRAPATI,6 hours 45 minutes
77657,JALNA to SAI NAGAR SH,6 hours 45 minutes
12706,SECUNDERABAD to GUNTUR JN.,6 hours 45 minutes
16360,PATNA JN. to ERNAKULAM. J,6 hours 45 minutes
19064,DANAPUR to UDHNA JN.,6 hours 45 minutes
